InvoiceId,OrderDate,CustomerName,ShipPostalCode,ShipCity,ShipState,ShipCountry,ShipMode,BalanceDue,SubTotal,DiscountPercent,DiscountAmount,ShippingAmount,InvoiceTotal,OrderId,ProductName,SubCategory,Category,ProductId,Quantity,UnitPrice,ItemSubTotal
20176,2025-09-15,Daniel Romero,17852,Ho Chi Minh City,Ho Chi Minh,Vietnam,Second Class,964.75,1025.44,0.075,76.91,16.22,964.75,VI-2015-DA7972975-47933,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-1852,1.0,36.4007,36.4
20148,2023-09-05,Nguyen Minh Anh,69131,San Francisco,California,United States,Standard Class,1057.36,1107.84,0.075,83.09,32.61,1057.36,UN-2012-NG7960815-40872,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-1086,1.0,212.8836,212.88
20142,2025-11-21,Nguyen Minh Anh,39694,Austin,Texas,United States,Second Class,3761.01,4640.83,0.2,928.17,48.35,3761.01,UN-2013-NG2294615-44846,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-8133,1.0,4.2175,4.22
20132,2023-12-29,Nguyen Minh Anh,14738,Barcelona,Catalonia,Spain,Second Class,2506.49,2770.09,0.1,277.01,13.41,2506.49,SP-2014-NG4309671-42842,"Dining Chair Set (2-Pack), Grey",Chairs,Furniture,FUR-CH-7075,1.0,181.8058,181.81
20191,2025-11-17,Nguyen Minh Anh,24156,Valencia,Valencian Community,Spain,Standard Class,1798.3,1843.04,0.05,92.15,47.41,1798.3,SP-2016-NG6007984-43684,"Mechanical Keyboard, TKL",Accessories,Technology,TEC-AC-7296,4.0,127.8854,511.54
20130,2025-03-12,Daniel Romero,67240,Da Nang,Da Nang,Vietnam,First Class,1559.05,1648.9,0.075,123.67,33.82,1559.05,VI-2013-DA8309439-49648,"Desk Organizer Tray, Bamboo",Storage,Office Supplies,OFF-ST-5693,10.0,9.8388,98.39
20056,2024-07-20,Nguyen Minh Anh,12786,Berlin,Berlin,??,Second Class,3640.0,4269.07,0.15,640.36,11.29,3640.0,GE-2013-NG3117636-47758,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-3871,5.0,563.3832,2816.92
20066,2024-06-16,Daniel Romero,20622,Barcelona,Catalonia,Spain,Standard Class,10172.99,10156.09,0.0,0.0,16.9,10172.99,SP-2012-DA9990305-43033,"Side Table, Oak Round 45cm",Tables,Furniture,FUR-TA-9489,2.0,43.5009,87.0
20025,2023-07-20,Mikko Laine,19022,Cologne,North Rhine-Westphalia,Germany,Second Class,6572.39,6535.55,0.0,0.0,36.84,6572.39,GE-2015-MI3011363-49333,"Smartphone, 256GB (Silver)",Phones,Technology,TEC-PH-9364,6.0,973.8373,5843.02
20002,2023-03-15,Sofia Müller,75492,Helsinki,Uusimaa,Finland,Standard Class,1778.27,2193.45,0.2,438.69,23.51,1778.27,FI-2014-SO3608513-43527,"Sticky Notes, 76x76mm (Pack of 12)",Paper,Office Supplies,OFF-PA-3776,1.0,9.7558,9.76
20027,2025-09-23,Aaron Bergman,19509,Austin,Texas,United States,First Class,2406.13,2654.9,0.1,265.49,16.72,2406.13,UN-2015-AA2677407-41200,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-1004,1.0,58.237,58.24
20110,2024-07-27,Sofia Müller,ABCDE,New York,New York,United States,First Class,2528.84,3100.6,0.2,620.12,48.36,2528.84,UN-2013-SO1249314-45869,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-7544,3.0,352.8199,1058.46
20203,2025-03-07,Nguyen Minh Anh,18257,Munich,Bavaria,Germany,First Class,282.02,258.69,0.075,19.4,42.73,282.02,GE-2015-NG6147356-42616,"Premium Sketch Paper Pad, A4 120gsm",Art,Office Supplies,OFF-AR-4281,6.0,3.3381,20.03
20084,2024-10-19,Elina Virtanen,45839,San Francisco,California,United States,Same Day,1044.26,1090.75,0.075,81.81,35.32,1044.26,UN-2015-EL8922533-43993,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-2124,1.0,49.3723,49.37
20192,2024-12-10,David Philippe,55719,San Francisco,California,United States,Standard Class,5224.56,6105.51,0.15,915.83,34.88,5224.56,UN-2014-DA3044708-49395,"Mechanical Keyboard, TKL",Accessories,Technology,TEC-AC-6703,3.0,175.0438,525.13
20102,2025-03-20,Daniel Romero,61717,Da Nang,Da Nang,Vietnam,First Class,6690.14,6998.03,0.05,349.9,42.01,6690.14,VI-2014-DA3073474-47451,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-4707,10.0,465.777,4657.77
20247,2024-05-04,David Philippe,48185,Da Nang,Da Nang,Vietnam,First Class,1895.3,2204.28,0.15,330.64,21.66,1895.3,VI-2015-DA9376917-42280,"Steel File Cabinet, 3-Drawer",Storage,Office Supplies,OFF-ST-7618,10.0,81.5815,9.11
20173,2024-11-11,Mikko Laine,42963,Madrid,Madrid,Spain,First Class,10827.75,12015.86,0.1,1201.59,13.48,10827.75,SP-2016-MI3829240-49696,"Executive Desk, L-Shape (Espresso)",Tables,Furniture,FUR-TA-7670,6.0,324.5255,1947.15
20165,2023-10-20,Aisha Khan,20193,Madrid,Madrid,Spain,Same Day,3123.36,3103.96,,,19.4,3123.36,SP-2016-AI7492570-49202,"Ergonomic Task Chair, Mesh Back",Chairs,Furniture,FUR-CH-9243,2.0,0.0,356.78
20144,2025-08-14,Aisha Khan,73952,Turku,Southwest Finland,Finland,Standard Class,1851.07,2256.13,0.2,451.23,46.17,1851.07,FI-2013-AI8452417-44668,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-9409,2.0,810.8014,1621.6
20011,2024-07-28,Elina Virtanen,11504,Da Nang,Da Nang,Vietnam,First Class,8961.84,8940.7,,,21.14,8961.84,VI-2016-EL5476583-45573,"Laptop 14in, 16GB RAM",Computers,Technology,TEC-CO-5098,5.0,1567.7527,7838.76
20212,2025-10-05,Elina Virtanen,65706,Munich,Bavaria,Germany,Same Day,1852.17,1935.41,0.05,96.77,13.53,1852.17,GE-2013-EL5152562-47546,"Copy Paper, A4 (500 sheets)",Paper,Office Supplies,OFF-PA-8923,2.0,12.0897,24.18
20012,2023-03-08,Bruce Degenhardt,75613,San Francisco,California,United States,Second Class,9564.55,11905.51,0.2,2381.1,40.14,9564.55,UN-2016-BR2785277-44889,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-8517,5.0,837.9143,4189.57
20113,2025-09-25,Aisha Khan,28072,Helsinki,Uusimaa,Finland,Same Day,1178.64,1226.44,0.075,91.98,44.18,1178.64,FI-2015-AI8151684-41768,"Laptop Docking Station, USB-C",Accessories,Technology,TEC-AC-1448,5.0,109.7656,548.83
20194,2024-04-18,Elina Virtanen,45537,Hanoi,Hanoi,Vietnam,Standard Class,2605.68,2587.34,0.0,0.0,18.34,2605.68,VI-2013-EL2832517-49614,"Ergonomic Task Chair, Mesh Back",Chairs,Furniture,FUR-CH-7269,2.0,265.9974,531.99
20236,2025-05-22,Aaron Bergman,9942,Valencia,Valencian Community,Spain,Standard Class,3339.98,3478.48,0.05,173.92,35.42,3339.98,SP-2015-AA9230960-43737,"Dining Chair Set (2-Pack), Grey",Chairs,Furniture,FUR-CH-6172,4.0,251.0891,1004.36
20134,2024-11-11,Bruce Degenhardt,87518,Ho Chi Minh City,Ho Chi Minh,Vietnam,First Class,404.17,393.44,0.05,19.67,30.4,404.17,VI-2014-BR9511700-41215,"Desk Organizer Tray, Bamboo",Storage,Office Supplies,OFF-ST-9776,1.0,30.4262,30.43
20171,2024-03-08,Sofia Müller,36353,Madrid,Madrid,Spain,First Class,2853.19,2988.56,0.05,149.43,14.06,2853.19,SP-2012-SO9692311-42507,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-5067,2.0,130.8086,261.62
20000,2024-09-15,Nguyen Minh Anh,39371,Berlin,Berlin,Germany,Second Class,3184.58,3435.49,0.075,257.66,6.75,3184.58,GE-2012-NG2458591-49674,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-6603,1.0,45.5003,45.5
20033,2023-12-30,Corey Catlett,36804,Tampere,Pirkanmaa,Finland,First Class,8259.55,8676.84,0.05,433.84,16.55,8259.55,FI-2014-CO7117837-40653,"Executive Desk, L-Shape (Espresso)",Tables,Furniture,FUR-TA-8807,3.0,497.4765,1492.43
20043,2024-02-12,Daniel Romero,47196,Da Nang,Da Nang,Vietnam,Standard Class,812.47,763.11,0.0,0.0,49.36,812.47,VI-2012-DA4940441-45085,Monitor 27in IPS,Accessories,Technology,TEC-AC-5408,1.0,405.1931,405.19
20217,2025-04-20,Elina Virtanen,28889,Valencia,Valencian Community,Spain,Same Day,1770.46,1771.33,0.075,132.85,15.11,1770.46,SP-2015-EL3503456-44913,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-4115,5.0,55.5412,277.71
20020,1999-06-13,Corey Catlett,54588,Berlin,Berlin,Germany,First Class,631.67,668.89,0.1,66.89,29.67,631.67,GE-2013-CO4214348-43116,"Dining Chair Set (2-Pack), Grey",Chairs,Furniture,FUR-CH-4965,2.0,101.3557,202.71
20219,2023-12-01,Corey Catlett,51931,Tampere,Pirkanmaa,Finland,Standard Class,3173.0,3374.5,0.075,253.09,51.59,3173.0,FI-2013-CO6540893-41295,"Side Table, Oak Round 45cm",Tables,Furniture,FUR-TA-5091,10.0,58.8226,588.23
20159,2025-01-24,Sofia Müller,75038,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,1384.44,1718.62,0.2,343.72,9.54,1384.44,VI-2014-SO9712003-44369,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-2747,1.0,852.1129,852.11
20069,2025-11-06,David Philippe,30329,Barcelona,Catalonia,Spain,Second Class,2010.5,1960.28,,,50.22,2010.5,SP-2012-DA5235884-47827,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-9071,10.0,15.3643,153.64
20127,2025-07-30,Sofia Müller,26932,Da Nang,Da Nang,Vietnam,Same Day,891.23,933.78,0.1,93.38,50.83,891.23,VI-2016-SO4860617-48196,"Laptop Docking Station, USB-C",Accessories,Technology,TEC-AC-9871,1.0,234.1618,234.16
20009,2024-08-21,Mikko Laine,76255,Tampere,Pirkanmaa,Finland,Same Day,80.12,53.31,0.1,5.33,32.14,80.12,FI-2014-MI4679591-42266,"Binder Clips, Medium (Box of 100)",Fasteners,Office Supplies,OFF-FA-6167,5.0,7.2868,36.43
20032,2025-07-24,Elina Virtanen,21367,Tampere,Pirkanmaa,Finland,First Class,1757.93,1707.03,,,50.9,1757.93,FI-2012-EL3500715-48938,Monitor 27in IPS,Accessories,Technology,TEC-AC-5501,5.0,191.2041,956.02
20124,2025-08-25,Corey Catlett,73771,Munich,Bavaria,Germany,Same Day,2263.66,2788.1,0.2,557.62,33.18,2263.66,GE-2015-CO5582979-43531,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-9374,2.0,538.7277,1077.46
20248,2024-01-11,Corey Catlett,32707,Valencia,Valencian Community,Spain,First Class,827.12,857.0,0.075,64.27,34.39,827.12,SP-2015-CO9040224-49539,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-3101,1.0,615.4413,615.44
20131,2025-01-25,Nguyen Minh Anh,53655,Ho Chi Minh City,Ho Chi Minh,Vietnam,Second Class,3494.04,3845.54,0.1,384.55,33.05,3494.04,VI-2012-NG9564488-41868,Gel Pen Set (12 colors),Art,Office Supplies,OFF-AR-8836,6.0,4.4559,26.74
20031,2025-07-16,Bruce Degenhardt,15893,Berlin,Berlin,Germany,First Class,2103.23,2057.46,0.0,0.0,45.77,2103.23,GE-2014-BR3194789-44291,"Binder Clips, Medium (Box of 100)",Fasteners,Office Supplies,OFF-FA-7450,1.0,4.2004,4.2
20225,2024-07-17,David Philippe,82174,San Francisco,California,United States,Standard Class,2347.07,2521.97,0.075,189.15,14.25,2347.07,GE-2013-EL5152562-47546,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-9490,5.0,407.2689,2036.34
20188,2025-04-18,Sofia Müller,51845,Tampere,Pirkanmaa,Finland,First Class,3972.31,3943.05,,,29.26,3972.31,FI-2016-SO2843740-43125,"Modular Bookcase, Walnut (6-Cube)",Bookcases,Furniture,FUR-BO-1193,2.0,283.154,566.31
20119,2023-06-15,Bruce Degenhardt,88696,Da Nang,Da Nang,Vietnam,Standard Class,2026.86,2233.51,0.1,223.35,16.7,2026.86,VI-2014-BR2738129-49468,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-6331,3.0,621.2002,1863.6
20092,2024-02-05,Bruce Degenhardt,13909,Hamburg,Hamburg,Germany,First Class,3923.48,4103.01,0.05,205.15,25.62,3923.48,GE-2014-BR1941524-44806,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-4066,6.0,196.1969,1177.18
20140,2025-02-15,Bruce Degenhardt,96105,Cologne,North Rhine-Westphalia,Germany,Same Day,4284.98,4732.51,0.1,473.25,25.72,4284.98,GE-2013-BR2421349-45072,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-8722,10.0,227.0921,2270.92
20139,2025-01-05,Daniel Romero,44567,Madrid,Madrid,Spain,Same Day,2496.6,3104.16,0.2,620.83,13.27,2496.6,SP-2014-DA5227787-49874,"Executive Desk, L-Shape (Espresso)",Tables,Furniture,FUR-TA-9171,4.0,397.3727,1589.49
20149,2023-08-16,Aaron Bergman,39431,San Francisco,California,United States,First Class,1223.53,1513.12,0.2,302.62,13.03,1223.53,UN-2014-AA2662338-45493,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-7099,3.0,70.0942,210.28
20222,2024-04-23,Corey Catlett,41369,Hanoi,Hanoi,Vietnam,Standard Class,3322.67,3596.6,0.1,359.66,40.68,3322.67,VI-2014-CO7386444-47639,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-8384,1.0,314.9927,314.99
20237,2024-03-16,Mikko Laine,59816,Ho Chi Minh City,Ho Chi Minh,Vietnam,First Class,675.79,784.41,0.15,117.66,9.04,675.79,VI-2016-MI5955645-44037,"Copy Paper, A4 (500 sheets)",Paper,Office Supplies,OFF-PA-4744,1.0,11.6498,11.65
20008,2024-12-05,Nguyen Minh Anh,85535,Tampere,Pirkanmaa,Finland,Same Day,8056.37,8037.81,0.0,0.0,18.56,8056.37,FI-2015-NG3396987-44339,"Smartphone, 256GB (Silver)",Phones,Technology,TEC-PH-4863,6.0,774.1641,4644.98
20077,2024-07-26,Aisha Khan,13986,Valencia,Valencian Community,Spain,Second Class,430.74,470.59,0.1,47.06,7.21,430.74,SP-2016-AI1348050-44415,"Premium Sketch Paper Pad, A4 120gsm",Art,Office Supplies,OFF-AR-4212,1.0,20.6008,20.6
20108,2023-09-05,Nguyen Minh Anh,94224,Hamburg,Hamburg,Germany,First Class,2372.6,2324.32,0.0,0.0,-5.0,2372.6,GE-2012-NG6595355-43990,"Mechanical Keyboard, TKL",Accessories,Technology,TEC-AC-3450,5.0,153.7652,768.83
20097,2024-10-27,Bruce Degenhardt,9438,Valencia,Valencian Community,Spain,Same Day,3402.15,4199.29,0.2,839.86,42.72,3402.15,SP-2014-BR1135861-49272,"Executive Desk, L-Shape (Espresso)",Tables,Furniture,FUR-TA-7906,5.0,344.1302,1720.65
20061,2025-11-16,David Philippe,36546,Valencia,Valencian Community,Spain,Standard Class,2963.05,3062.69,0.05,153.13,53.49,2963.05,SP-2014-DA5118725-41419,Monitor 27in IPS,Accessories,Technology,TEC-AC-9470,6.0,341.7569,2050.54
20146,2025-12-25,Elina Virtanen,35438,Barcelona,Catalonia,Spain,Second Class,2940.06,2899.8,,,40.26,2940.06,SP-2013-EL3321942-44096,"Smartphone, 256GB (Silver)",Phones,Technology,TEC-PH-8972,2.0,638.2305,1276.46
20162,2023-06-27,Daniel Romero,51987,Valencia,Valencian Community,Spain,Same Day,2409.09,2396.24,,,12.85,2409.09,SP-2014-DA9608154-42621,"Laptop Docking Station, USB-C",Accessories,Technology,TEC-AC-1781,4.0,106.8257,427.3
20180,2023-04-18,Daniel Romero,33772,Barcelona,Catalonia,Spain,Same Day,3038.53,3190.37,0.05,159.52,7.68,3038.53,SP-2013-DA4609524-49557,"Executive Desk, L-Shape (Espresso)",Tables,Furniture,FUR-TA-1983,2.0,819.6726,1639.35
20185,2023-12-13,Aaron Bergman,61850,Tampere,Pirkanmaa,Finland,Second Class,1410.34,1449.94,0.05,72.5,32.9,1410.34,FI-2015-AA6020319-49727,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-2577,5.0,17.1473,85.74
20104,2025-10-07,Bruce Degenhardt,95098,Seattle,Washington,United States,Same Day,6338.71,6316.97,,,21.74,6338.71,UN-2012-BR3345069-40742,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-6914,3.0,310.7348,932.2
20158,2025-03-02,Aisha Khan,95949,Austin,Texas,United States,Standard Class,1078.18,1070.52,0.075,80.29,53.92,1078.18,UN-2014-AI3088344-46029,"Tablet 10in, 64GB",Accessories,Technology,TEC-AC-5222,3.0,187.3391,562.02
20051,2023-04-11,Mikko Laine,69957,Tampere,Pirkanmaa,Finland,Same Day,5044.57,6272.65,0.2,1254.53,26.45,5044.57,FI-2012-MI6901533-44892,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-6752,10.0,323.2498,3232.5
20111,2023-04-03,Sofia Müller,54882,Helsinki,Uusimaa,Finland,First Class,834.11,788.1,,,46.01,834.11,FI-2013-SO8062546-48619,,Paper,Office Supplies,OFF-PA-9821,1.0,14.7525,14.75
20019,2024-03-25,Daniel Romero,22704,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,2825.78,2998.13,0.075,224.86,52.51,2825.78,VI-2014-DA8106470-46735,"Storage Ottoman, Fabric",Furnishings,Furniture,FUR-FU-6818,3.0,134.247,402.74
20126,2023-03-17,Nguyen Minh Anh,59607,Turku,Southwest Finland,Finland,Second Class,6015.22,6319.6,0.05,315.98,11.6,6015.22,FI-2013-NG5286905-44742,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-8322,1.0,10.2403,10.24
20041,2025-07-10,Corey Catlett,98778,New York,New York,United States,Second Class,5160.81,5677.73,0.1,567.77,50.85,5160.81,UN-2016-CO6049101-46653,"Storage Ottoman, Fabric",Furnishings,Furniture,FUR-FU-8598,1.0,161.5561,161.56
20094,2024-07-07,David Philippe,96535,Tampere,Pirkanmaa,Finland,Second Class,1997.25,2138.6,0.075,160.39,19.04,1997.25,FI-2013-DA8736811-44161,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-6527,4.0,172.5674,690.27
20182,2023-06-02,Corey Catlett,16705,Ho Chi Minh City,Ho Chi Minh,Vietnam,Second Class,1054.7,1104.83,0.075,82.86,32.73,1054.7,VI-2014-CO5841933-41204,"Copy Paper, A4 (500 sheets)",Paper,Office Supplies,OFF-PA-7631,1.0,3.9493,3.95
20013,2024-01-09,Aaron Bergman,41274,Turku,Southwest Finland,Finland,First Class,492.03,480.88,,,11.15,492.03,FI-2016-AA6438436-48005,"A4 Lever-Arch Binder, 5cm Spine (Blue)",Binders,Office Supplies,OFF-BI-4739,3.0,5.1688,15.51
20096,2024-07-26,David Philippe,49599,Da Nang,Da Nang,Vietnam,Second Class,2670.87,2644.89,0.0,0.0,25.98,2670.87,VI-2015-DA9106886-41747,"Storage Ottoman, Fabric",Furnishings,Furniture,FUR-FU-5382,10.0,130.2502,1302.5
20070,2023-07-31,Mikko Laine,17026,Ho Chi Minh City,Ho Chi Minh,Vietnam,Second Class,4116.43,4104.92,0.0,0.0,11.51,4116.43,VI-2013-MI6097514-41395,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-8289,3.0,382.9398,1148.82
20046,2026-06-27,Elina Virtanen,52762,Helsinki,Uusimaa,Finland,First Class,300.9,313.75,0.15,47.06,34.21,300.9,FI-2015-EL3237058-47612,"Desk Organizer Tray, Bamboo",Storage,Office Supplies,OFF-ST-8377,4.0,13.3542,53.42
20055,2025-07-12,Bruce Degenhardt,20735,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,1494.95,1454.19,0.0,0.0,40.76,1494.95,VI-2012-BR1873851-45733,"Laptop Docking Station, USB-C",Accessories,Technology,TEC-AC-1378,1.0,213.7213,213.72
20238,2025-04-18,Sofia Müller,33535,Madrid,Madrid,Spain,Standard Class,752.65,695.79,,,56.86,752.65,SP-2014-SO2787627-41499,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-5122,1.0,26.5814,26.58
20048,2024-07-20,Bruce Degenhardt,78327,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,626.71,582.47,,,44.24,626.71,VI-2013-BR5606980-47206,"Premium Sketch Paper Pad, A4 120gsm",Art,Office Supplies,OFF-AR-2687,1.0,4.4034,4.4
20170,2025-06-17,Mikko Laine,29766,Helsinki,Uusimaa,Finland,Second Class,5147.23,5518.72,0.075,413.9,42.41,5147.23,FI-2014-MI2244282-47372,Monitor 27in IPS,Accessories,Technology,TEC-AC-8752,6.0,155.0711,930.43
20060,2023-10-04,Corey Catlett,57472,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,4610.79,5384.81,0.15,807.72,33.7,4610.79,VI-2013-CO8306261-42885,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-7504,6.0,758.9978,4553.99
20098,2024-10-08,Nguyen Minh Anh,89684,Hamburg,Hamburg,Germany,Standard Class,1320.18,1498.38,0.15,224.76,46.56,1320.18,GE-2013-NG4189885-44106,"Ergonomic Task Chair, Mesh Back",Chairs,Furniture,FUR-CH-2702,2.0,250.7066,501.41
20085,2026-01-05,Sofia Müller,19150,Hanoi,Hanoi,Vietnam,Standard Class,3545.45,3679.28,0.05,183.96,50.13,3545.45,VI-2015-SO6702160-48318,"Ergonomic Task Chair, Mesh Back",Chairs,Furniture,FUR-CH-7387,2.0,149.6325,299.27
20218,2024-07-07,Nguyen Minh Anh,59518,Helsinki,Uusimaa,Finland,Second Class,1045.36,1002.87,0.075,75.22,58.23,1045.36,FI-2015-NG1966769-49214,"Mechanical Keyboard, TKL",Accessories,Technology,TEC-AC-5655,5.0,129.5749,647.87
20211,2025-02-11,Daniel Romero,43492,Turku,Southwest Finland,Finland,Same Day,2964.19,3698.75,0.2,739.75,5.19,2964.19,FI-2016-DA3136529-43648,"Standing Desk Converter, 32in",Tables,Furniture,FUR-TA-9630,1.0,89.7142,89.71
20202,2024-08-17,Corey Catlett,40871,Seattle,Washington,United States,Same Day,6935.9,7656.82,0.1,765.68,44.76,6935.9,UN-2014-CO6530194-44947,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-6846,3.0,62.5333,187.6
20086,2024-11-02,Mikko Laine,46006,Valencia,Valencian Community,Spain,Same Day,1627.8,1733.86,0.075,130.04,23.98,1627.8,SP-2013-MI8491822-48824,"Steel File Cabinet, 3-Drawer",Storage,Office Supplies,OFF-ST-9856,2.0,266.5054,533.01
20199,2025-12-28,David Philippe,45761,Hanoi,Hanoi,Vietnam,Second Class,1361.38,1566.05,0.15,234.91,30.24,1361.38,VI-2012-DA6547958-42662,"Standing Desk Converter, 32in",Tables,Furniture,FUR-TA-9835,1.0,280.8825,280.88
20174,2025-01-21,Mikko Laine,25499,Tampere,Pirkanmaa,Finland,First Class,6799.88,7114.81,0.05,355.74,40.81,6799.88,FI-2012-MI1762722-49449,"Steel File Cabinet, 3-Drawer",Storage,Office Supplies,OFF-ST-8126,6.0,297.5274,1785.16
20058,2025-04-08,Corey Catlett,20998,Valencia,Valencian Community,Spain,First Class,1576.77,1799.15,0.15,269.87,47.49,1576.77,SP-2016-CO5074336-41669,"Stapler, Heavy Duty",Fasteners,Office Supplies,OFF-FA-6073,3.0,24.7844,74.35
20078,2026-01-27,David Philippe,46459,San Francisco,California,United States,Second Class,4624.47,4593.62,,,30.85,4624.47,UN-2016-DA8312936-48056,"Dining Chair Set (2-Pack), Grey",Chairs,Furniture,FUR-CH-2467,5.0,121.5736,607.87
20136,2024-03-21,Aaron Bergman,89414,Hamburg,Hamburg,Germany,Same Day,3073.21,3310.83,0.075,248.31,10.69,3073.21,GE-2016-AA3531028-41013,Gel Pen Set (12 colors),Art,Office Supplies,OFF-AR-5256,1.0,8.25,8.25
20107,2025-08-28,Nguyen Minh Anh,57538,San Francisco,California,United States,First Class,740.53,778.77,0.075,58.41,20.17,740.53,UN-2014-NG7017548-40992,"Modular Bookcase, Walnut (6-Cube)",Bookcases,Furniture,FUR-BO-9574,1.0,267.8705,267.87
20074,2024-06-22,Bruce Degenhardt,87304,Hanoi,Hanoi,Vietnam,Second Class,1403.21,1362.59,0.0,0.0,40.62,1403.21,VI-2015-BR2925626-48922,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-9767,1.0,16.0676,16.07
20035,2024-07-22,Bruce Degenhardt,18434,Barcelona,Catalonia,Spain,First Class,142.04,126.06,0.0,0.0,15.98,142.04,SP-2015-BR1649691-47711,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-8816,2.0,3.1735,6.35
20004,2024-10-22,Mikko Laine,57400,Hanoi,Hanoi,Vietnam,Second Class,496.8,594.85,0.2,118.97,20.92,496.8,VI-2012-MI1768805-43733,Gel Pen Set (12 colors),Art,Office Supplies,123-XX-9999,10.0,7.237,72.37
20037,2026-01-08,Corey Catlett,43142,Barcelona,Catalonia,Spain,Standard Class,1515.15,1478.22,0.0,0.0,36.93,1515.15,SP-2012-CO2935113-44279,"Modular Bookcase, Walnut (6-Cube)",Bookcases,Furniture,FUR-BO-9981,3.0,201.0855,603.26
20028,2025-02-13,Daniel Romero,24010,Madrid,Madrid,Spain,Standard Class,1573.49,1923.26,0.2,384.65,34.88,1573.49,SP-2014-DA3646552-47179,Monitor 27in IPS,Accessories,Technology,TEC-AC-8161,4.0,209.9709,839.88
20003,2023-09-16,Aaron Bergman,55197,Hamburg,Hamburg,Germany,Standard Class,1781.56,1723.04,,,58.52,1781.56,GE-2012-AA8707870-48785,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-7385,4.0,27.0003,108.0
20072,2023-09-21,Nguyen Minh Anh,47759,Turku,Southwest Finland,Finland,Standard Class,4082.53,4047.17,0.0,0.0,35.36,4082.53,FI-2012-NG3634980-43929,"Ergonomic Task Chair, Mesh Back",Chairs,Furniture,FUR-CH-7917,2.0,224.3186,448.64
20010,2024-01-09,Sofia Müller,99307,Berlin,Berlin,Germany,Same Day,4456.32,4776.81,0.075,358.26,37.77,4456.32,GE-2016-SO2065818-46304,"Smartphone, 256GB (Silver)",Phones,Technology,TEC-PH-5454,2.0,936.3428,1872.69
20244,2025-04-18,Aaron Bergman,67700,Ho Chi Minh City,Ho Chi Minh,Vietnam,Standard Class,262.23,235.84,0.05,11.79,38.18,262.23,VI-2015-AA3283789-44922,"Stapler, Heavy Duty",Fasteners,Office Supplies,OFF-FA-5404,4.0,13.332,53.33
20105,2023-09-17,Nguyen Minh Anh,80457,Hanoi,Hanoi,Vietnam,Second Class,1195.51,1339.16,0.15,200.87,57.22,1195.51,VI-2015-NG8610879-46078,"Ergonomic Task Chair, Mesh Back",Chairs,Furniture,FUR-CH-3988,1.0,165.2948,165.29
20227,2023-03-15,Corey Catlett,28136,Berlin,Berlin,Germany,Second Class,9893.89,9861.07,0.0,0.0,32.82,9893.89,GE-2012-CO3533857-40149,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-8460,10.0,135.0811,1350.81
